Grid Size ,64
 NULL, NodeType, GridX, GridY, Length, Width, Height, PosX, PosY, PosZ
0,1,34,12,1.14636635781,1.1463661194,0,2.86591637134,-22.354139328,0
0,0,35,11,1.1463663578,1.1463661194,0,4.01228272915,-23.5005054474,0
0,1,34,12,1.14636635781,1.1463661194,0,2.86591637134,-22.354139328,0
0,1,34,11,1.14636635781,1.1463661194,0,2.86591637134,-23.5005054474,0
0,1,34,10,1.14636611939,1.1463661194,0,2.86591625213,-24.6468715668,0
0,1,35,10,1.14636611938,1.1463661194,0,4.01228237152,-24.6468715668,0
0,1,36,10,1.14636611939,1.1463661194,0,5.1586484909,-24.6468715668,0
0,1,36,11,1.14636564255,1.1463661194,0,5.15864872932,-23.5005054474,0
0,1,36,12,1.14636564255,1.1463661194,0,5.15864872932,-22.354139328,0
0,1,35,12,1.1463663578,1.1463661194,0,4.01228272915,-22.354139328,0
0,0,36,11,1.14636564255,1.1463661194,0,5.15864872932,-23.5005054474,0
0,1,35,12,1.1463663578,1.1463661194,0,4.01228272915,-22.354139328,0
0,1,35,11,1.1463663578,1.1463661194,0,4.01228272915,-23.5005054474,0
0,1,35,10,1.14636611938,1.1463661194,0,4.01228237152,-24.6468715668,0
0,1,36,10,1.14636611939,1.1463661194,0,5.1586484909,-24.6468715668,0
0,1,37,10,1.14636659622,1.1463661194,0,6.30501484871,-24.6468715668,0
0,1,37,11,1.14636659622,1.1463661194,0,6.30501484871,-23.5005054474,0
0,1,37,12,1.14636659622,1.1463661194,0,6.30501484871,-22.354139328,0
0,1,36,12,1.14636564255,1.1463661194,0,5.15864872932,-22.354139328,0
0,0,37,11,1.14636659622,1.1463661194,0,6.30501484871,-23.5005054474,0
0,1,36,12,1.14636564255,1.1463661194,0,5.15864872932,-22.354139328,0
0,1,36,11,1.14636564255,1.1463661194,0,5.15864872932,-23.5005054474,0
0,1,36,10,1.14636611939,1.1463661194,0,5.1586484909,-24.6468715668,0
0,1,37,10,1.14636659622,1.1463661194,0,6.30501484871,-24.6468715668,0
1,1,0,0,0,0,0,0,0,0
0,1,38,11,1.14636659622,1.1463661194,0,7.45138144493,-23.5005054474,0
0,1,38,12,1.14636659622,1.1463661194,0,7.45138144493,-22.354139328,0
0,1,37,12,1.14636659622,1.1463661194,0,6.30501484871,-22.354139328,0
0,0,38,11,1.14636659622,1.1463661194,0,7.45138144493,-23.5005054474,0
0,1,37,12,1.14636659622,1.1463661194,0,6.30501484871,-22.354139328,0
0,1,37,11,1.14636659622,1.1463661194,0,6.30501484871,-23.5005054474,0
0,1,37,10,1.14636659622,1.1463661194,0,6.30501484871,-24.6468715668,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,39,12,1.14636611939,1.1463661194,0,8.59774780274,-22.354139328,0
0,1,38,12,1.14636659622,1.1463661194,0,7.45138144493,-22.354139328,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,42,11,1.1463670731,1.1463661194,0,12.0368466377,-23.5005054474,0
0,1,41,12,1.1463661194,1.1463661194,0,10.8904800415,-22.354139328,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,42,10,1.1463670731,1.1463661194,0,12.0368466377,-24.6468715668,0
0,1,43,10,1.1463661193,1.1463661194,0,13.183213234,-24.6468715668,0
0,1,43,11,1.1463661193,1.1463661194,0,13.183213234,-23.5005054474,0
0,1,43,12,1.1463661193,1.1463661194,0,13.183213234,-22.354139328,0
0,1,42,12,1.1463670731,1.1463661194,0,12.0368466377,-22.354139328,0
0,0,43,11,1.1463661193,1.1463661194,0,13.183213234,-23.5005054474,0
0,1,42,12,1.1463670731,1.1463661194,0,12.0368466377,-22.354139328,0
0,1,42,11,1.1463670731,1.1463661194,0,12.0368466377,-23.5005054474,0
0,1,42,10,1.1463670731,1.1463661194,0,12.0368466377,-24.6468715668,0
0,1,43,10,1.1463661193,1.1463661194,0,13.183213234,-24.6468715668,0
0,1,44,10,1.1463661194,1.1463661194,0,14.3295793533,-24.6468715668,0
0,1,44,11,1.1463661194,1.1463661194,0,14.3295793533,-23.5005054474,0
0,1,44,12,1.1463661194,1.1463661194,0,14.3295793533,-22.354139328,0
0,1,43,12,1.1463661193,1.1463661194,0,13.183213234,-22.354139328,0
0,0,44,11,1.1463661194,1.1463661194,0,14.3295793533,-23.5005054474,0
0,1,43,12,1.1463661193,1.1463661194,0,13.183213234,-22.354139328,0
0,1,43,11,1.1463661193,1.1463661194,0,13.183213234,-23.5005054474,0
0,1,43,10,1.1463661193,1.1463661194,0,13.183213234,-24.6468715668,0
0,1,44,10,1.1463661194,1.1463661194,0,14.3295793533,-24.6468715668,0
0,1,45,10,1.1463670731,1.1463661194,0,15.4759459495,-24.6468715668,0
0,1,45,11,1.1463670731,1.1463661194,0,15.4759459495,-23.5005054474,0
0,1,45,12,1.1463670731,1.1463661194,0,15.4759459495,-22.354139328,0
0,1,44,12,1.1463661194,1.1463661194,0,14.3295793533,-22.354139328,0
0,0,45,11,1.1463670731,1.1463661194,0,15.4759459495,-23.5005054474,0
0,1,44,12,1.1463661194,1.1463661194,0,14.3295793533,-22.354139328,0
0,1,44,11,1.1463661194,1.1463661194,0,14.3295793533,-23.5005054474,0
0,1,44,10,1.1463661194,1.1463661194,0,14.3295793533,-24.6468715668,0
0,1,45,10,1.1463670731,1.1463661194,0,15.4759459495,-24.6468715668,0
0,1,46,10,1.1463661194,1.1463661194,0,16.6223125458,-24.6468715668,0
0,1,46,11,1.1463661194,1.1463661194,0,16.6223125458,-23.5005054474,0
0,1,46,12,1.1463661194,1.1463661194,0,16.6223125458,-22.354139328,0
0,1,45,12,1.1463670731,1.1463661194,0,15.4759459495,-22.354139328,0
0,0,46,11,1.1463661194,1.1463661194,0,16.6223125458,-23.5005054474,0
0,1,45,12,1.1463670731,1.1463661194,0,15.4759459495,-22.354139328,0
0,1,45,11,1.1463670731,1.1463661194,0,15.4759459495,-23.5005054474,0
0,1,45,10,1.1463670731,1.1463661194,0,15.4759459495,-24.6468715668,0
0,1,46,10,1.1463661194,1.1463661194,0,16.6223125458,-24.6468715668,0
0,1,47,10,1.1463661194,1.1463680268,0,17.7686786652,-24.6468744278,0
0,1,47,11,1.1463661194,1.1463661194,0,17.7686786652,-23.5005073547,0
0,1,47,12,1.1463661194,1.1463661193,0,17.7686786652,-22.3541412353,0
0,1,46,12,1.1463661194,1.1463661194,0,16.6223125458,-22.354139328,0
0,0,47,11,1.1463661194,1.1463661194,0,17.7686786652,-23.5005073547,0
0,1,46,12,1.1463661194,1.1463661194,0,16.6223125458,-22.354139328,0
0,1,46,11,1.1463661194,1.1463661194,0,16.6223125458,-23.5005054474,0
0,1,46,10,1.1463661194,1.1463661194,0,16.6223125458,-24.6468715668,0
0,1,47,10,1.1463661194,1.1463680268,0,17.7686786652,-24.6468744278,0
0,1,48,10,1.1463661193,1.1463661194,0,18.9150447845,-24.6468772888,0
0,1,48,11,1.1463661193,1.1463680267,0,18.9150447845,-23.5005102157,0
0,1,48,12,1.1463661193,1.1463661194,0,18.9150447845,-22.3541431427,0
0,1,47,12,1.1463661194,1.1463661193,0,17.7686786652,-22.3541412353,0
0,0,48,11,1.1463661193,1.1463680267,0,18.9150447845,-23.5005102157,0
0,1,47,12,1.1463661194,1.1463661193,0,17.7686786652,-22.3541412353,0
0,1,47,11,1.1463661194,1.1463661194,0,17.7686786652,-23.5005073547,0
0,1,47,10,1.1463661194,1.1463680268,0,17.7686786652,-24.6468744278,0
0,1,48,10,1.1463661193,1.1463661194,0,18.9150447845,-24.6468772888,0
0,1,49,10,1.1463661194,1.1463661194,0,20.0614109039,-24.6468772888,0
0,1,49,11,1.1463661194,1.1463680267,0,20.0614109039,-23.5005102157,0
0,1,49,12,1.1463661194,1.1463661194,0,20.0614109039,-22.3541431427,0
0,1,48,12,1.1463661193,1.1463661194,0,18.9150447845,-22.3541431427,0
0,0,49,11,1.1463661194,1.1463680267,0,20.0614109039,-23.5005102157,0
0,1,48,12,1.1463661193,1.1463661194,0,18.9150447845,-22.3541431427,0
0,1,48,11,1.1463661193,1.1463680267,0,18.9150447845,-23.5005102157,0
0,1,48,10,1.1463661193,1.1463661194,0,18.9150447845,-24.6468772888,0
0,1,49,10,1.1463661194,1.1463661194,0,20.0614109039,-24.6468772888,0
0,1,50,10,1.1463661194,1.1463661194,0,21.2077770233,-24.6468772888,0
0,1,50,11,1.1463661194,1.1463680267,0,21.2077770233,-23.5005102157,0
0,1,50,12,1.1463661194,1.1463661194,0,21.2077770233,-22.3541431427,0
0,1,49,12,1.1463661194,1.1463661194,0,20.0614109039,-22.3541431427,0
0,0,50,11,1.1463661194,1.1463680267,0,21.2077770233,-23.5005102157,0
0,1,49,12,1.1463661194,1.1463661194,0,20.0614109039,-22.3541431427,0
0,1,49,11,1.1463661194,1.1463680267,0,20.0614109039,-23.5005102157,0
0,1,49,10,1.1463661194,1.1463661194,0,20.0614109039,-24.6468772888,0
0,1,50,10,1.1463661194,1.1463661194,0,21.2077770233,-24.6468772888,0
0,1,51,10,1.1463661194,1.1463661194,0,22.3541431427,-24.6468772888,0
0,1,51,11,1.1463661194,1.1463680267,0,22.3541431427,-23.5005102157,0
0,1,51,12,1.1463661194,1.1463661194,0,22.3541431427,-22.3541431427,0
0,1,50,12,1.1463661194,1.1463661194,0,21.2077770233,-22.3541431427,0
0,0,51,11,1.1463661194,1.1463680267,0,22.3541431427,-23.5005102157,0
0,1,50,12,1.1463661194,1.1463661194,0,21.2077770233,-22.3541431427,0
0,1,50,11,1.1463661194,1.1463680267,0,21.2077770233,-23.5005102157,0
0,1,50,10,1.1463661194,1.1463661194,0,21.2077770233,-24.6468772888,0
0,1,51,10,1.1463661194,1.1463661194,0,22.3541431427,-24.6468772888,0
0,1,52,10,1.1463680267,1.1463661194,0,23.5005102157,-24.6468772888,0
0,1,52,11,1.1463680267,1.1463680267,0,23.5005102157,-23.5005102157,0
0,1,52,12,1.1463680267,1.1463661194,0,23.5005102157,-22.3541431427,0
0,1,51,12,1.1463661194,1.1463661194,0,22.3541431427,-22.3541431427,0
0,0,52,11,1.1463680267,1.1463680267,0,23.5005102157,-23.5005102157,0
0,1,51,12,1.1463661194,1.1463661194,0,22.3541431427,-22.3541431427,0
0,1,51,11,1.1463661194,1.1463680267,0,22.3541431427,-23.5005102157,0
0,1,51,10,1.1463661194,1.1463661194,0,22.3541431427,-24.6468772888,0
0,1,52,10,1.1463680267,1.1463661194,0,23.5005102157,-24.6468772888,0
0,1,53,10,1.1463661194,1.1463661194,0,24.6468772888,-24.6468772888,0
0,1,53,11,1.1463661194,1.1463680267,0,24.6468772888,-23.5005102157,0
0,1,53,12,1.1463661194,1.1463661194,0,24.6468772888,-22.3541431427,0
0,1,52,12,1.1463680267,1.1463661194,0,23.5005102157,-22.3541431427,0
0,0,53,11,1.1463661194,1.1463680267,0,24.6468772888,-23.5005102157,0
0,1,52,12,1.1463680267,1.1463661194,0,23.5005102157,-22.3541431427,0
0,1,52,11,1.1463680267,1.1463680267,0,23.5005102157,-23.5005102157,0
0,1,52,10,1.1463680267,1.1463661194,0,23.5005102157,-24.6468772888,0
0,1,53,10,1.1463661194,1.1463661194,0,24.6468772888,-24.6468772888,0
0,1,54,10,1.1463661194,1.1463661194,0,25.7932434082,-24.6468772888,0
0,1,54,11,1.1463661194,1.1463680267,0,25.7932434082,-23.5005102157,0
0,1,54,12,1.1463661194,1.1463661194,0,25.7932434082,-22.3541431427,0
0,1,53,12,1.1463661194,1.1463661194,0,24.6468772888,-22.3541431427,0
0,0,54,11,1.1463661194,1.1463680267,0,25.7932434082,-23.5005102157,0
0,1,53,12,1.1463661194,1.1463661194,0,24.6468772888,-22.3541431427,0
0,1,53,11,1.1463661194,1.1463680267,0,24.6468772888,-23.5005102157,0
0,1,53,10,1.1463661194,1.1463661194,0,24.6468772888,-24.6468772888,0
0,1,54,10,1.1463661194,1.1463661194,0,25.7932434082,-24.6468772888,0
0,1,55,10,1.1463661194,1.1463661194,0,26.9396095276,-24.6468772888,0
0,1,55,11,1.1463661194,1.1463680267,0,26.9396095276,-23.5005102157,0
0,1,55,12,1.1463661194,1.1463661194,0,26.9396095276,-22.3541431427,0
0,1,54,12,1.1463661194,1.1463661194,0,25.7932434082,-22.3541431427,0
0,0,55,11,1.1463661194,1.1463680267,0,26.9396095276,-23.5005102157,0
0,1,54,12,1.1463661194,1.1463661194,0,25.7932434082,-22.3541431427,0
0,1,54,11,1.1463661194,1.1463680267,0,25.7932434082,-23.5005102157,0
0,1,54,10,1.1463661194,1.1463661194,0,25.7932434082,-24.6468772888,0
0,1,55,10,1.1463661194,1.1463661194,0,26.9396095276,-24.6468772888,0
0,1,56,10,1.1463661194,1.1463661194,0,28.085975647,-24.6468772888,0
0,1,56,11,1.1463661194,1.1463680267,0,28.085975647,-23.5005102157,0
0,1,56,12,1.1463661194,1.1463661194,0,28.085975647,-22.3541431427,0
0,1,55,12,1.1463661194,1.1463661194,0,26.9396095276,-22.3541431427,0
0,0,56,11,1.1463661194,1.1463680267,0,28.085975647,-23.5005102157,0
0,1,55,12,1.1463661194,1.1463661194,0,26.9396095276,-22.3541431427,0
0,1,55,11,1.1463661194,1.1463680267,0,26.9396095276,-23.5005102157,0
0,1,55,10,1.1463661194,1.1463661194,0,26.9396095276,-24.6468772888,0
0,1,56,10,1.1463661194,1.1463661194,0,28.085975647,-24.6468772888,0
0,1,57,10,1.1463661193,1.1463661194,0,29.2323417664,-24.6468772888,0
0,1,57,11,1.1463661193,1.1463680267,0,29.2323417664,-23.5005102157,0
0,1,57,12,1.1463661193,1.1463661194,0,29.2323417664,-22.3541431427,0
0,1,56,12,1.1463661194,1.1463661194,0,28.085975647,-22.3541431427,0
0,0,57,11,1.1463661193,1.1463680267,0,29.2323417664,-23.5005102157,0
0,1,56,12,1.1463661194,1.1463661194,0,28.085975647,-22.3541431427,0
0,1,56,11,1.1463661194,1.1463680267,0,28.085975647,-23.5005102157,0
0,1,56,10,1.1463661194,1.1463661194,0,28.085975647,-24.6468772888,0
0,1,57,10,1.1463661193,1.1463661194,0,29.2323417664,-24.6468772888,0
0,1,58,10,1.1463661194,1.1463661194,0,30.3787078857,-24.6468772888,0
0,1,58,11,1.1463661194,1.1463680267,0,30.3787078857,-23.5005102157,0
0,1,58,12,1.1463661194,1.1463661194,0,30.3787078857,-22.3541431427,0
0,1,57,12,1.1463661193,1.1463661194,0,29.2323417664,-22.3541431427,0
0,0,58,11,1.1463661194,1.1463680267,0,30.3787078857,-23.5005102157,0
0,1,57,12,1.1463661193,1.1463661194,0,29.2323417664,-22.3541431427,0
0,1,57,11,1.1463661193,1.1463680267,0,29.2323417664,-23.5005102157,0
0,1,57,10,1.1463661193,1.1463661194,0,29.2323417664,-24.6468772888,0
0,1,58,10,1.1463661194,1.1463661194,0,30.3787078857,-24.6468772888,0
0,1,59,10,1.1463680268,1.1463661194,0,31.5250749588,-24.6468772888,0
0,1,59,11,1.1463680268,1.1463680267,0,31.5250749588,-23.5005102157,0
0,1,59,12,1.1463680268,1.1463661194,0,31.5250749588,-22.3541431427,0
0,1,58,12,1.1463661194,1.1463661194,0,30.3787078857,-22.3541431427,0
0,0,59,11,1.1463680268,1.1463680267,0,31.5250749588,-23.5005102157,0
0,1,58,12,1.1463661194,1.1463661194,0,30.3787078857,-22.3541431427,0
0,1,58,11,1.1463661194,1.1463680267,0,30.3787078857,-23.5005102157,0
0,1,58,10,1.1463661194,1.1463661194,0,30.3787078857,-24.6468772888,0
0,1,59,10,1.1463680268,1.1463661194,0,31.5250749588,-24.6468772888,0
0,1,60,10,1.1463661194,1.1463661194,0,32.6714420319,-24.6468772888,0
0,1,60,11,1.1463661194,1.1463680267,0,32.6714420319,-23.5005102157,0
0,1,60,12,1.1463661194,1.1463661194,0,32.6714420319,-22.3541431427,0
0,1,59,12,1.1463680268,1.1463661194,0,31.5250749588,-22.3541431427,0
0,0,60,11,1.1463661194,1.1463680267,0,32.6714420319,-23.5005102157,0
0,1,59,12,1.1463680268,1.1463661194,0,31.5250749588,-22.3541431427,0
0,1,59,11,1.1463680268,1.1463680267,0,31.5250749588,-23.5005102157,0
0,1,59,10,1.1463680268,1.1463661194,0,31.5250749588,-24.6468772888,0
0,1,60,10,1.1463661194,1.1463661194,0,32.6714420319,-24.6468772888,0
0,1,61,10,1.1463661193,1.1463661194,0,33.8178081512,-24.6468772888,0
0,1,61,11,1.1463661193,1.1463680267,0,33.8178081512,-23.5005102157,0
0,1,61,12,1.1463661193,1.1463661194,0,33.8178081512,-22.3541431427,0
0,1,60,12,1.1463661194,1.1463661194,0,32.6714420319,-22.3541431427,0
0,0,61,11,1.1463661193,1.1463680267,0,33.8178081512,-23.5005102157,0
0,1,60,12,1.1463661194,1.1463661194,0,32.6714420319,-22.3541431427,0
0,1,60,11,1.1463661194,1.1463680267,0,32.6714420319,-23.5005102157,0
0,1,60,10,1.1463661194,1.1463661194,0,32.6714420319,-24.6468772888,0
0,1,61,10,1.1463661193,1.1463661194,0,33.8178081512,-24.6468772888,0
0,1,62,10,1.1463661194,1.1463661194,0,34.9641742706,-24.6468772888,0
0,1,62,11,1.1463661194,1.1463680267,0,34.9641742706,-23.5005102157,0
0,1,62,12,1.1463661194,1.1463661194,0,34.9641742706,-22.3541431427,0
0,1,61,12,1.1463661193,1.1463661194,0,33.8178081512,-22.3541431427,0
0,0,62,11,1.1463661194,1.1463680267,0,34.9641742706,-23.5005102157,0
0,1,61,12,1.1463661193,1.1463661194,0,33.8178081512,-22.3541431427,0
0,1,61,11,1.1463661193,1.1463680267,0,33.8178081512,-23.5005102157,0
0,1,61,10,1.1463661193,1.1463661194,0,33.8178081512,-24.6468772888,0
0,1,62,10,1.1463661194,1.1463661194,0,34.9641742706,-24.6468772888,0
0,1,63,10,1.1463661194,1.1463661194,0,36.11054039,-24.6468772888,0
0,1,63,11,1.1463661194,1.1463680267,0,36.11054039,-23.5005102157,0
0,1,63,12,1.1463661194,1.1463661194,0,36.11054039,-22.3541431427,0
0,1,62,12,1.1463661194,1.1463661194,0,34.9641742706,-22.3541431427,0
0,0,63,11,1.1463661194,1.1463680267,0,36.11054039,-23.5005102157,0
0,1,62,12,1.1463661194,1.1463661194,0,34.9641742706,-22.3541431427,0
0,1,62,11,1.1463661194,1.1463680267,0,34.9641742706,-23.5005102157,0
0,1,62,10,1.1463661194,1.1463661194,0,34.9641742706,-24.6468772888,0
0,1,63,10,1.1463661194,1.1463661194,0,36.11054039,-24.6468772888,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,63,12,1.1463661194,1.1463661194,0,36.11054039,-22.3541431427,0
0,0,0,12,1.1463661194,1.1463661194,0,-36.11054039,-22.3541355133,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,11,1.1463661194,1.1463661194,0,-36.11054039,-23.5005016327,0
0,1,1,11,1.1463661194,1.1463661194,0,-34.9641742706,-23.5005016327,0
0,1,1,12,1.1463661194,1.1463661194,0,-34.9641742706,-22.3541355133,0
0,1,1,13,1.1463661194,1.1463661194,0,-34.9641742706,-21.2077693939,0
0,1,0,13,1.1463661194,1.1463661194,0,-36.11054039,-21.2077693939,0
0,0,1,12,1.1463661194,1.1463661194,0,-34.9641742706,-22.3541355133,0
0,1,0,13,1.1463661194,1.1463661194,0,-36.11054039,-21.2077693939,0
0,1,0,12,1.1463661194,1.1463661194,0,-36.11054039,-22.3541355133,0
0,1,0,11,1.1463661194,1.1463661194,0,-36.11054039,-23.5005016327,0
0,1,1,11,1.1463661194,1.1463661194,0,-34.9641742706,-23.5005016327,0
0,1,2,11,1.1463661193,1.1463661194,0,-33.8178081512,-23.5005016327,0
0,1,2,12,1.1463661193,1.1463661194,0,-33.8178081512,-22.3541355133,0
0,1,2,13,1.1463661193,1.1463661194,0,-33.8178081512,-21.2077693939,0
0,1,1,13,1.1463661194,1.1463661194,0,-34.9641742706,-21.2077693939,0
0,0,2,12,1.1463661193,1.1463661194,0,-33.8178081512,-22.3541355133,0
0,1,1,13,1.1463661194,1.1463661194,0,-34.9641742706,-21.2077693939,0
0,1,1,12,1.1463661194,1.1463661194,0,-34.9641742706,-22.3541355133,0
0,1,1,11,1.1463661194,1.1463661194,0,-34.9641742706,-23.5005016327,0
0,1,2,11,1.1463661193,1.1463661194,0,-33.8178081512,-23.5005016327,0
0,1,3,11,1.1463661194,1.1463661194,0,-32.6714420319,-23.5005016327,0
0,1,3,12,1.1463661194,1.1463661194,0,-32.6714420319,-22.3541355133,0
0,1,3,13,1.1463661194,1.1463661194,0,-32.6714420319,-21.2077693939,0
0,1,2,13,1.1463661193,1.1463661194,0,-33.8178081512,-21.2077693939,0
0,0,3,12,1.1463661194,1.1463661194,0,-32.6714420319,-22.3541355133,0
0,1,2,13,1.1463661193,1.1463661194,0,-33.8178081512,-21.2077693939,0
0,1,2,12,1.1463661193,1.1463661194,0,-33.8178081512,-22.3541355133,0
0,1,2,11,1.1463661193,1.1463661194,0,-33.8178081512,-23.5005016327,0
0,1,3,11,1.1463661194,1.1463661194,0,-32.6714420319,-23.5005016327,0
0,1,4,11,1.1463680268,1.1463661194,0,-31.5250749588,-23.5005016327,0
0,1,4,12,1.1463680268,1.1463661194,0,-31.5250749588,-22.3541355133,0
0,1,4,13,1.1463680268,1.1463661194,0,-31.5250749588,-21.2077693939,0
0,1,3,13,1.1463661194,1.1463661194,0,-32.6714420319,-21.2077693939,0
0,0,4,12,1.1463680268,1.1463661194,0,-31.5250749588,-22.3541355133,0
0,1,3,13,1.1463661194,1.1463661194,0,-32.6714420319,-21.2077693939,0
0,1,3,12,1.1463661194,1.1463661194,0,-32.6714420319,-22.3541355133,0
0,1,3,11,1.1463661194,1.1463661194,0,-32.6714420319,-23.5005016327,0
0,1,4,11,1.1463680268,1.1463661194,0,-31.5250749588,-23.5005016327,0
0,1,5,11,1.1463661194,1.1463661194,0,-30.3787078857,-23.5005016327,0
0,1,5,12,1.1463661194,1.1463661194,0,-30.3787078857,-22.3541355133,0
0,1,5,13,1.1463661194,1.1463661194,0,-30.3787078857,-21.2077693939,0
0,1,4,13,1.1463680268,1.1463661194,0,-31.5250749588,-21.2077693939,0
0,0,5,12,1.1463661194,1.1463661194,0,-30.3787078857,-22.3541355133,0
0,1,4,13,1.1463680268,1.1463661194,0,-31.5250749588,-21.2077693939,0
0,1,4,12,1.1463680268,1.1463661194,0,-31.5250749588,-22.3541355133,0
0,1,4,11,1.1463680268,1.1463661194,0,-31.5250749588,-23.5005016327,0
0,1,5,11,1.1463661194,1.1463661194,0,-30.3787078857,-23.5005016327,0
0,1,6,11,1.1463661193,1.1463661194,0,-29.2323417664,-23.5005016327,0
0,1,6,12,1.1463661193,1.1463661194,0,-29.2323417664,-22.3541355133,0
0,1,6,13,1.1463661193,1.1463661194,0,-29.2323417664,-21.2077693939,0
0,1,5,13,1.1463661194,1.1463661194,0,-30.3787078857,-21.2077693939,0
0,0,6,12,1.1463661193,1.1463661194,0,-29.2323417664,-22.3541355133,0
0,1,5,13,1.1463661194,1.1463661194,0,-30.3787078857,-21.2077693939,0
0,1,5,12,1.1463661194,1.1463661194,0,-30.3787078857,-22.3541355133,0
0,1,5,11,1.1463661194,1.1463661194,0,-30.3787078857,-23.5005016327,0
0,1,6,11,1.1463661193,1.1463661194,0,-29.2323417664,-23.5005016327,0
0,1,7,11,1.1463661194,1.1463661194,0,-28.085975647,-23.50050354,0
0,1,7,12,1.1463661194,1.1463661193,0,-28.085975647,-22.3541374206,0
0,1,7,13,1.1463661194,1.1463661194,0,-28.085975647,-21.2077713013,0
0,1,6,13,1.1463661193,1.1463661194,0,-29.2323417664,-21.2077693939,0
0,0,7,12,1.1463661194,1.1463661193,0,-28.085975647,-22.3541374206,0
0,1,6,13,1.1463661193,1.1463661194,0,-29.2323417664,-21.2077693939,0
0,1,6,12,1.1463661193,1.1463661194,0,-29.2323417664,-22.3541355133,0
0,1,6,11,1.1463661193,1.1463661194,0,-29.2323417664,-23.5005016327,0
0,1,7,11,1.1463661194,1.1463661194,0,-28.085975647,-23.50050354,0
0,1,8,11,1.1463661194,1.1463661194,0,-26.9396095276,-23.5005054474,0
0,1,8,12,1.1463661194,1.1463661194,0,-26.9396095276,-22.354139328,0
0,1,8,13,1.1463661194,1.1463661194,0,-26.9396095276,-21.2077732086,0
0,1,7,13,1.1463661194,1.1463661194,0,-28.085975647,-21.2077713013,0
0,0,8,12,1.1463661194,1.1463661194,0,-26.9396095276,-22.354139328,0
0,1,7,13,1.1463661194,1.1463661194,0,-28.085975647,-21.2077713013,0
0,1,7,12,1.1463661194,1.1463661193,0,-28.085975647,-22.3541374206,0
0,1,7,11,1.1463661194,1.1463661194,0,-28.085975647,-23.50050354,0
0,1,8,11,1.1463661194,1.1463661194,0,-26.9396095276,-23.5005054474,0
0,1,9,11,1.1463661194,1.1463661194,0,-25.7932434082,-23.5005054474,0
0,1,9,12,1.1463661194,1.1463661194,0,-25.7932434082,-22.354139328,0
0,1,9,13,1.1463661194,1.1463661194,0,-25.7932434082,-21.2077732086,0
0,1,8,13,1.1463661194,1.1463661194,0,-26.9396095276,-21.2077732086,0
0,0,9,12,1.1463661194,1.1463661194,0,-25.7932434082,-22.354139328,0
0,1,8,13,1.1463661194,1.1463661194,0,-26.9396095276,-21.2077732086,0
0,1,8,12,1.1463661194,1.1463661194,0,-26.9396095276,-22.354139328,0
0,1,8,11,1.1463661194,1.1463661194,0,-26.9396095276,-23.5005054474,0
0,1,9,11,1.1463661194,1.1463661194,0,-25.7932434082,-23.5005054474,0
0,1,10,11,1.1463661194,1.1463661194,0,-24.6468772888,-23.5005054474,0
0,1,10,12,1.1463661194,1.1463661194,0,-24.6468772888,-22.354139328,0
0,1,10,13,1.1463661194,1.1463661194,0,-24.6468772888,-21.2077732086,0
0,1,9,13,1.1463661194,1.1463661194,0,-25.7932434082,-21.2077732086,0
0,0,10,12,1.1463661194,1.1463661194,0,-24.6468772888,-22.354139328,0
0,1,9,13,1.1463661194,1.1463661194,0,-25.7932434082,-21.2077732086,0
0,1,9,12,1.1463661194,1.1463661194,0,-25.7932434082,-22.354139328,0
0,1,9,11,1.1463661194,1.1463661194,0,-25.7932434082,-23.5005054474,0
0,1,10,11,1.1463661194,1.1463661194,0,-24.6468772888,-23.5005054474,0
0,1,11,11,1.1463680267,1.1463661194,0,-23.5005102157,-23.5005054474,0
0,1,11,12,1.1463680267,1.1463661194,0,-23.5005102157,-22.354139328,0
0,1,11,13,1.1463680267,1.1463661194,0,-23.5005102157,-21.2077732086,0
0,1,10,13,1.1463661194,1.1463661194,0,-24.6468772888,-21.2077732086,0
0,0,11,12,1.1463680267,1.1463661194,0,-23.5005102157,-22.354139328,0
0,1,10,13,1.1463661194,1.1463661194,0,-24.6468772888,-21.2077732086,0
0,1,10,12,1.1463661194,1.1463661194,0,-24.6468772888,-22.354139328,0
0,1,10,11,1.1463661194,1.1463661194,0,-24.6468772888,-23.5005054474,0
0,1,11,11,1.1463680267,1.1463661194,0,-23.5005102157,-23.5005054474,0
0,1,12,11,1.1463661194,1.1463661194,0,-22.3541431427,-23.5005054474,0
0,1,12,12,1.1463661194,1.1463661194,0,-22.3541431427,-22.354139328,0
0,1,12,13,1.1463661194,1.1463661194,0,-22.3541431427,-21.2077732086,0
0,1,11,13,1.1463680267,1.1463661194,0,-23.5005102157,-21.2077732086,0
0,0,12,12,1.1463661194,1.1463661194,0,-22.3541431427,-22.354139328,0
